upload_date,avg_views,avg_rating
2005-01-16,8400.931494661922,3.932482206405693
2005-06-06,12014.953558504221,3.9504463208685165
2006-05-17,30153.118506493505,4.1758279220779215
2006-08-04,39229.46875,4.142698863636364
2006-05-21,31356.99027237354,4.156556420233463
2007-04-20,50867.2,4.569999999999999
2004-10-24,4393.907883082374,3.7562031296132283
2004-10-09,4575.432324243182,3.743647735801852
2005-02-24,7311.334916864608,3.9923119556611244
2005-07-06,14405.96304467733,4.043932708218423
2004-09-02,3466.0218228498074,3.488774782484666
2004-12-20,6765.658489096573,3.8902959501557635
2005-06-16,15358.238198589257,3.9824145415084113
2006-04-23,27541.13287671233,4.144027397260273
2006-12-25,38526.55357142857,4.186696428571428
2007-04-19,54981.36363636364,4.270909090909091
2005-08-03,14406.284061020515,3.9969542346133604
2006-07-14,40473.68191268191,4.275322245322246
2005-07-31,16799.83542039356,4.0217292784734635
2005-06-13,14830.795735129068,3.968692480359146
2006-02-28,25589.154401154403,4.062150072150071
2005-08-14,17116.960555555557,3.9383555555555554
2005-10-04,18204.6294881589,4.073903743315507
2006-12-01,43595.35172413793,4.3101379310344825
2006-08-05,35737.10238095238,4.24654761904762
2006-08-19,41130.224,4.242826666666667
2006-05-15,31248.23010380623,4.167335640138408
2007-03-29,64512.46875,4.3475
2007-05-15,199902.5,4.471666666666667
2005-12-11,26385.55845410628,4.1063478260869575
2006-04-30,35598.46687211094,4.224098613251155
2006-02-09,26615.87334801762,4.094019823788545
2006-12-26,67374.48113207547,4.319811320754717
2006-11-13,57625.095588235294,4.223088235294118
2006-03-18,32270.54201680672,4.183711484593837
2006-09-07,38684.90571428571,4.180714285714286
2006-06-20,33657.020599250936,4.213501872659177
2006-06-30,36042.83632286995,4.223923766816143
2006-11-22,33285.71974522293,4.185541401273885
2006-12-22,48077.2479338843,4.226776859504133
2004-10-03,4525.869825436409,3.745730673316708
2006-03-30,25769.303896103895,4.153727272727273
2006-04-06,29416.69756097561,4.137878048780489
2006-12-18,43368.0,4.238235294117646
2006-11-16,34891.49659863945,4.112176870748298
2004-10-26,4711.531107305936,3.8215468036529687
2005-06-23,12233.203655352481,3.9839216710182774
2005-10-18,29691.353823088455,3.989257871064467
2006-06-14,25474.268041237112,4.133986254295532
2005-12-18,25003.309677419355,4.063198156682026
2007-01-31,54302.0,4.392317073170731
2005-11-18,22777.45892857143,4.116017857142857
2006-08-02,30514.341650671784,4.192898272552784
2007-05-18,72975.14285714286,4.672857142857143
2004-11-05,3655.944749862562,3.884942275975811
2004-11-01,5008.238064722846,3.7606984940724133
2004-12-05,5586.60054880439,3.882751862014896
2004-10-12,5019.712160082094,3.738632632119035
2005-10-27,21541.370342205322,4.054912547528517
2007-04-11,82534.22727272728,4.422727272727273
2007-04-02,72897.36363636363,4.440454545454546
2004-09-15,4065.2355536578425,3.6637346996868776
2005-08-27,18781.323780487804,4.039841463414633
2006-05-18,31200.221751412428,4.10771186440678
2005-11-28,25024.39814814815,4.066805555555556
2006-03-07,26815.34512022631,3.9938048090523344
2007-01-15,43894.0,4.532096774193549
2005-09-20,19931.325536062377,4.003014944769331
2005-08-08,19009.33122847302,3.9860619977037888
2006-05-20,29106.801694915255,4.257220338983051
2006-01-24,25335.215938303343,4.106722365038561
2005-08-30,17982.519206145967,4.05791933418694
2006-07-21,31111.40425531915,4.152813238770686
2006-12-12,47357.72388059701,4.196865671641791
2007-04-07,84735.91666666667,4.172916666666667
2007-01-03,37806.717391304344,4.2668478260869565
2005-12-07,25014.99173553719,4.048668503213958
2005-06-09,10454.65746421268,3.8617075664621674
2007-05-03,60284.5,4.011666666666667
2005-10-10,18808.90199203187,3.9975059760956175
2005-02-23,7891.248438250841,4.039538683325324
2004-12-03,5549.433579929238,3.8952428433579933
2006-01-22,30911.97235576923,4.163810096153846
2006-08-08,33674.55106888361,4.246817102137768
2005-01-13,5874.774899671653,3.9349799343305367
2006-01-04,27155.125340599454,4.068619436875569
2005-03-12,9204.008849557522,3.9777610619469033
2004-12-30,6036.402535657686,3.897705229793977
2007-03-22,29644.194444444445,3.764444444444445
2007-01-14,42036.775862068964,4.244999999999999
2006-08-31,36868.53155339806,4.1301699029126215
2005-02-17,7590.388152766953,3.9565939204988303
2006-03-13,34056.03714710253,4.133714710252599
2006-08-17,41732.549689440995,4.038136645962733
2006-08-27,34067.63456090652,4.228810198300284
2005-06-10,13221.746471510716,4.0138107684265565
2005-09-28,19726.99422799423,4.0127344877344875
2005-11-22,22951.47981651376,4.108844036697248
2005-10-26,21948.044,4.0256240000000005
2005-05-24,13699.2547112462,3.971088145896657
2004-12-06,5177.026858699884,3.912133125729857
2005-09-01,16505.836668818592,3.9675403486120078
2005-03-03,7621.960332451832,3.9050623347185494
2006-06-28,28711.624074074072,4.058703703703704
2006-11-05,45778.64971751413,4.247344632768362
2007-03-27,96538.3,4.406
2005-10-08,20137.30539887188,4.034802578565673
2005-06-27,16436.79417989418,4.008947089947089
2006-02-08,26844.178571428572,4.124396551724138
2005-09-19,18281.687070151307,3.9979436038514438
2005-12-23,25506.657247037376,4.083236098450319
2005-11-25,24177.588183421518,4.161358024691357
2006-01-03,28287.686159844056,4.054249512670564
2006-02-16,29061.627749576986,4.105228426395939
2006-07-04,26164.067146282974,4.166498800959233
2006-02-25,24422.0,4.068850574712644
2007-07-10,5883.0,3.2
2007-04-03,89940.2,4.5035
2005-06-14,12827.494073275862,3.9887446120689667
2006-01-18,22785.371781668382,4.0421936148300714
2005-04-12,9575.99609375,3.8787060546874996
2004-11-06,4385.051986853899,3.872435016432627
2005-04-14,9242.00299529311,3.9858921694480096
2005-11-15,25002.88254486134,4.135897226753671
2005-11-17,23067.564325177584,4.011333859510655
2006-09-24,32131.71052631579,4.256917293233083
2005-05-10,13154.744622173193,4.028240485383344
2006-08-11,35852.982188295166,4.072569974554707
2007-02-25,61072.444444444445,4.364166666666667
2004-11-03,4258.097880299252,3.7416583541147133
2004-10-20,3949.776168352009,3.7848729160972945
2004-09-29,4473.101412812077,3.7725624153280446
2005-06-08,15950.533586132178,3.907058504875406
2004-08-31,4380.762018512989,3.6003135264258
2006-09-05,52480.21270718232,4.215580110497238
2005-05-11,11768.629541108987,3.9667734225621416
2005-08-16,18681.186597342577,4.004009243212016
2005-08-15,16666.53648325359,4.013977272727273
2006-01-25,24596.18484500574,4.045556831228473
2005-11-09,21216.563829787236,3.9943844984802435
2007-01-12,57707.066666666666,4.3276
2005-09-26,20878.5487544484,4.047423487544485
2005-12-22,26261.83403895004,4.035613886536835
2004-10-14,4472.534836980795,3.7602880750334964
2006-03-27,33961.40223463687,4.110251396648045
2005-05-23,14294.754802259888,3.9689152542372885
2005-03-23,8890.240402193784,3.9581855575868374
2005-03-17,7813.863527533918,3.9250319233838793
2005-03-26,9915.30751173709,3.991765258215963
2006-11-10,44895.969696969696,4.2603636363636355
2006-06-02,31406.77619047619,4.147380952380953
2007-01-10,55062.67901234568,4.243580246913581
2006-10-11,41185.9156626506,4.237991967871486
2005-10-06,18319.16060398078,4.045710363761154
2005-09-25,17413.849852071005,4.036560650887574
2005-10-25,18241.93744922827,4.015280259951259
2005-09-14,16772.06868304978,3.9880088216761194
2006-09-22,43020.035143769965,4.265111821086261
2006-09-25,36150.055147058825,4.240330882352941
2006-07-02,34242.996086105675,4.269060665362035
2004-11-23,5483.886750080205,3.8538402309913384
2006-02-10,26557.60244988864,4.15566815144766
2005-04-20,11255.918032786885,3.867918529557874
2006-08-07,39186.870192307695,4.1846875
2005-09-12,22097.32985852569,3.9787341772151916
2005-08-19,17079.699334543253,4.127803992740471
2006-07-18,37109.93346379648,4.136986301369863
2006-11-27,45119.316666666666,4.253416666666666
2006-09-18,39522.56535947712,4.253921568627451
2006-12-15,46933.633802816905,4.1793661971831
2007-01-11,58736.49438202247,4.240112359550562
2005-02-04,7627.292185338866,3.9978319502074693
2004-11-09,3829.470072992701,3.756329927007299
2006-01-15,22861.420781893004,3.997438271604938
2005-06-17,14320.62330316742,4.046860859728507
2004-09-01,4425.834645669292,3.6852680914885627
2004-08-29,3520.3633318770935,3.520511140235912
2005-05-12,10565.538075695395,3.9766438668490647
2005-11-03,20366.76803723817,3.973863460046548
2006-03-11,28824.689291101055,4.158069381598793
2007-02-17,63513.125,4.3803125
2007-02-02,65869.03846153847,4.3161538461538465
2005-04-09,9217.409866297832,3.877971415398801
2005-01-23,6721.042277103391,3.9858350774382596
2006-01-11,24255.708376421924,4.009503619441572
2006-08-12,37654.903141361254,4.265052356020942
2004-12-27,5962.430181086519,3.914933601609659
2006-09-10,37183.88698630137,4.257123287671233
2006-11-25,59206.569696969695,4.233636363636364
2004-10-18,4608.807111111111,3.73424888888889
2005-04-17,11435.332402234637,3.903553072625699
2006-10-05,34666.1519434629,4.292862190812722
2006-08-06,34972.447688564476,4.165255474452555
2004-09-28,4481.457148743304,3.7120374948496093
2007-03-12,44093.19047619047,4.256190476190476
2005-09-15,17644.54417177914,3.9733006134969324
2005-04-22,10408.77667140825,4.00267425320057
2005-10-30,22370.933876811596,4.052798913043479
2007-04-23,152841.82352941178,4.5988235294117645
2006-10-01,46230.0686695279,4.21519313304721
2007-05-11,15977.0,2.5866666666666664
2005-03-31,9646.261532447224,3.9377482408131352
2004-10-19,5532.628739002933,3.7819853372434022
2005-02-27,8305.572028559429,3.9855018899622006
2006-05-30,29598.953687821613,4.207444253859348
2007-04-17,76999.66666666667,4.6466666666666665
2007-02-03,64475.95238095238,4.47095238095238
2005-01-07,6437.677781446022,4.005150214592275
2005-12-04,24456.889447236183,4.063356783919598
2005-04-08,10458.938199731303,3.9858710255261975
2005-11-14,25952.32764227642,4.026886178861789
2005-05-25,13390.533826638477,3.9854915433403795
2005-01-19,7266.569685767098,3.919367837338262
2004-12-09,4920.820979483786,3.79965254798147
2006-11-23,36353.18705035971,4.128920863309352
2006-06-13,32050.265873015873,4.119940476190476
2005-06-01,14156.943293347873,3.9390130861504917
2006-02-12,29064.24574209246,4.098223844282238
2006-12-23,47906.61818181818,4.286272727272728
2007-04-29,19266.666666666668,4.362222222222223
2004-10-31,4713.752182044887,3.7817051122194516
2006-01-12,27702.097465886938,4.080565302144249
2005-12-08,27796.55821917808,4.026284246575342
2006-05-22,34756.29814814815,4.109925925925926
2006-10-30,41996.285,4.396649999999999
2005-11-30,29004.67899159664,4.0350756302521
2006-10-19,39098.26976744186,4.3273488372093025
2007-03-18,68903.5,4.309166666666667
2006-03-01,24751.6044386423,4.1589817232375985
2005-04-19,10186.371676300578,3.918202312138728
2005-04-01,10128.803449841125,4.014375851112119
2006-04-10,28202.321126760562,4.18787323943662
2006-04-03,25532.44238975818,4.148477951635847
2006-01-21,28031.703788748564,4.130780711825487
2007-09-25,7493.0,4.32
2006-10-10,48998.43555555555,4.236933333333332
2005-04-16,11558.30548163917,3.994864289515701
2005-02-11,7195.6189427312775,3.9840308370044073
2005-12-05,23331.941988950275,4.045920810313075
2005-10-13,20238.23076923077,4.002820512820512
2004-10-17,4013.9662027833,3.7605396194262997
2005-04-28,10051.364656381487,3.96523141654979
2005-10-24,23885.183159722223,4.131414930555556
2006-05-29,30347.83877159309,4.183051823416507
2006-12-06,36842.970588235294,4.10235294117647
2004-12-08,5106.020908435472,3.835346070656094
2004-10-25,4346.83633295838,3.772578740157482
2004-10-22,5038.33120842572,3.7883702882483377
2004-11-22,4976.593055013655,3.7962621927428795
2005-11-24,24193.31865492394,4.0561889511609275
2005-10-05,21564.715378729918,4.015814843152258
2004-12-31,5612.232343234324,3.8971584158415844
2004-08-30,3937.2026342451873,3.532877406281661
2006-07-15,40981.012793176975,4.245970149253732
2005-06-29,15128.731304796287,4.010634347601856
2006-12-31,32260.5,4.198863636363636
2006-09-08,43036.91714285714,4.334028571428572
2006-05-13,31292.146299483647,4.134268502581756
2007-03-17,40529.07142857143,4.488928571428572
2007-03-30,111518.0,4.365714285714286
2005-11-11,22703.702834008098,3.9768259109311734
